wrkstat,HRS1,HRS2,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,SPHRS1,SPHRS2,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,mawork,mawkbaby,MAWK16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE68,PRES68,IF68WHO,VOTE72,PRES72,IF72WHO,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,CAPPUN2,gunlaw,courts,grass,relig,denom,other,fund,attend,postlife,RELIG16,DENOM16,OTH16,FUND16,sprel,spden,spother,spfund,SPREL16,SPDEN16,SPOTH16,SPFUND16,racmar,racdin,racpush,racopen,raclive,racclos,racdis,racinteg,rachome,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,aged,ANOMIA1,ANOMIA2,ANOMIA3,ANOMIA4,ANOMIA5,ANOMIA6,ANOMIA7,ANOMIA8,ANOMIA9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,classy,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,aborct,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,strike,civright,antiwar,prowar,school,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,povline,incdef,realinc,coninc,ethnic,ethnum,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,uswar,usintl,usun,commun,cohort,marcohrt,sampcode,wtssall
working fulltime,c,e,,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,c,e,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,not specified retail trade,"found, coded",found,e,e,someone else,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,b,b,c,c,b,c,high school,lt high school,lt high school,,male,black,50000 to 250000,w. sou. central,different state,mother & father,,no,,,below average,c,0,0,0,2,c,c,,e. nor. central,"city,50-250000",smsa's 13-100,193,d,c,c,b,b,c,c,c,c,c,c,c,e,e,e,e,e,e,"ind,near dem",voted,humphrey,,voted,mcgovern,,too much,too little,too little,too little,too little,too little,too little,too little,too much,too much,too little,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,not allowed,not allowed,not remove,"yes,favor",favor,not harsh enough,legal,protestant,baptist-dk which,,fundamentalist,once a year,,protestant,baptist-dk which,,fundamentalist,protestant,baptist-dk which,,fundamentalist,protestant,baptist-dk which,,fundamentalist,,,,,,,,,,pretty happy,very happy,good,routine,lookout for self,take advantage,can't be too careful,some,a little,very great deal,very great deal,very great deal,only some,only some,only some,hardly any,a great deal,only some,a great deal,only some,only some,only some,only some,hardly any,3 most desirable,1 most desirable,3 least desirable,not mentioned,not mentioned,not mentioned,1 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,3 least desirable,not mentioned,a bad idea,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,mod. satisfied,stop working,most impt,third,second,fifth,fourth,working class,,more or less,better,average,yes,no,,,no,yes,r and spouse belong,hard work,yes,no,yes,no,no,no,yes,always wrong,always wrong,no,no,yes,yes,illegal under 18,no,no,no,no,no,no,no,,,no,,,yes,no,no,yes,no,yes,no,,,,,no,no,no,no,no,no,no,no,,,,,standard <x>,not poor -- imputed,,e,e,africa,names 1,d,e,c,c,d,c,motor vehicle mechanics and repairers,building construction labourers,sales workers not elsewhere classified,c,c,c,c,b,c,c,c,c,yes,stay out,stay in,ok for some,d,d,129,c
working fulltime,c,e,,c,c,someone else,d,found,b,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,c,e,,c,c,someone else,b,d,verbatims for sp,"found, coded",found,c,c,motor vehicles and motor vehicle equipment manufacturing,"found, coded",found,c,c,someone else,c,b,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,d,c,c,c,c,e,c,high school,lt high school,,high school,female,black,town lt 50000,pacific,different state,mother & father,,no,,,average,c,0,1,1,2,c,c,$10000 - 14999,e. nor. central,"city,50-250000",smsa's 13-100,193,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,not str democrat,voted,humphrey,,voted,mcgovern,,too much,about right,about right,too little,too little,about right,too little,too much,too much,too much,about right,not allowed,not allowed,not remove,allowed,allowed,not remove,not allowed,fired,,not allowed,not allowed,not remove,"no,dont favor",favor,about right,not legal,protestant,other,churches of god(except with christ and holiness),fundamentalist,more thn once wk,yes,protestant,other,churches of god(except with christ and holiness),fundamentalist,protestant,other,churches of god(except with christ and holiness),fundamentalist,protestant,methodist-dk which,,moderate,,,,,,,,,,very happy,very happy,good,routine,depends,fair,can't be too careful,a fair amount,a fair amount,very great deal,very great deal,very great deal,only some,a great deal,,hardly any,a great deal,only some,a great deal,hardly any,only some,only some,only some,hardly any,not mentioned,3 least desirable,3 most desirable,not mentioned,1 most desirable,not mentioned,3 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,1 least desirable,not mentioned,depends,disagree,,agree,agree,agree,disagree,,agree,agree,,stop working,,,,,,,working class,more or less,better,average,yes,yes,yes,no,yes,no,spouse belongs,hard work,no,no,no,no,no,no,yes,always wrong,always wrong,no,yes,yes,no,illegal to all,no,no,no,no,no,no,no,,,no,,,no,,,,,,no,,,,,yes,no,no,yes,no,yes,yes,no,no,,cooperative,good,alternate <y>,not poor,"5,000 to 9,999",c,c,,cannot name any,b,c,d,c,b,c,teachers' aides,agricultural and forestry production managers,product graders and testers (excluding foods and beverages),c,c,b,c,c,c,c,c,c,yes,active part,,worst kind,c,c,129,c
retired,e,e,yes,c,c,someone else,c,found,a,verbatims for r,"found, coded",found,e,d,c,"found, coded",found,married,c,no,keeping house,e,e,no,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,a,d,self-employed,d,b,verbatims for pa,"found, coded",found,e,e,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,d,c,d,c,c,junior college,junior college,high school,junior college,male,white,town lt 50000,middle atlantic,"same st,dif city",mother & stpfather,parent died,no,,,average,c,0,0,0,2,c,b,$25000 or more,middle atlantic,"uninc,lrg city","suburb, 13-100",21,b,b,c,d,d,d,e,e,e,e,e,e,b,c,b,e,d,e,not str republican,voted,nixon,,voted,nixon,,about right,too much,about right,too little,too little,too little,about right,about right,about right,about right,about right,not allowed,not allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,not allowed,not allowed,remove,"yes,favor",favor,not harsh enough,not legal,protestant,episcopal,,liberal,sevrl times a yr,,protestant,presbyterian-dk wh,,liberal,protestant,episcopal,,liberal,protestant,episcopal,,liberal,no,not object,agree strongly,cant discriminate,no,,,,no,very happy,very happy,excellent,exciting,helpful,fair,can trust,very great deal,very great deal,very great deal,very great deal,great deal,a great deal,only some,only some,a great deal,a great deal,only some,a great deal,only some,a great deal,a great deal,a great deal,a great deal,not mentioned,3 least desirable,3 most desirable,not mentioned,3 most desirable,not mentioned,3 least desirable,not mentioned,not mentioned,not mentioned,1 most desirable,1 least desirable,not mentioned,a bad idea,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,,,,,,,,upper class,satisfied,stayed same,far above average,,,,,no,no,neither belongs,both equally,yes,yes,yes,yes,yes,yes,yes,sometimes wrong,always wrong,no,no,no,no,illegal to all,no,no,no,no,no,no,no,,,no,,,no,,,,,,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,,phone in home,"friendly,interested",good,alternate <y>,not poor,"20,001 +",e,e,denmark,chooses 1 of 2+,c,a,e,b,c,e,managing directors and chief executives,mechanical engineers,,d,d,e,e,e,e,e,e,e,no,active part,stay in,ok for some,b,b,115,c
keeping house,e,e,no,e,e,,e,not found,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned",married,c,no,working fulltime,c,e,,c,c,someone else,c,b,,"not found, coded","not found, assigned",c,d,advertising and related services,"not found, coded","not found, assigned",b,c,someone else,c,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,c,c,d,c,d,d,bachelor,high school,bachelor,bachelor,female,white,big-city suburb,middle atlantic,same city,mother & father,,no,,,above average,c,1,1,1,2,c,c,,middle atlantic,"uninc,lrg city","suburb, 13-100",21,e,e,e,e,e,e,b,a,c,d,d,d,c,b,d,d,c,d,not str republican,voted,nixon,,voted,nixon,,too much,about right,too little,about right,about right,too little,too much,about right,about right,about right,too little,allowed,,not remove,allowed,allowed,not remove,allowed,fired,not remove,not allowed,not allowed,remove,"yes,favor",favor,not harsh enough,not legal,catholic,,,moderate,every week,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,disagree slightly,owner decides,no,,,,no,very happy,very happy,good,routine,helpful,fair,depends,a fair amount,very great deal,very great deal,great deal,very great deal,only some,a great deal,only some,only some,hardly any,hardly any,only some,hardly any,hardly any,only some,only some,only some,not mentioned,3 least desirable,3 most desirable,3 least desirable,1 most desirable,not mentioned,1 least desirable,not mentioned,not mentioned,not mentioned,3 most desirable,not mentioned,not mentioned,depends,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,disagree,mod. satisfied,,third,fourth,fifth,second,most impt,middle class,,more or less,stayed same,above average,yes,,yes,yes,no,no,neither belongs,both equally,yes,no,yes,no,yes,no,yes,always wrong,always wrong,no,yes,,yes,illegal under 18,no,no,no,no,no,no,no,,,no,,,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,phone in home,cooperative,good,standard <x>,not poor -- imputed,,e,e,ireland,names 1,e,b,c,e,d,b,,uncodeable,sales and marketing managers,e,e,e,e,e,e,d,d,d,,active part,stay in,worst kind,c,c,115,c
keeping house,e,e,no,e,e,,e,found,e,no verbatims for r,"found, iap",found,e,e,e,"found, iap",found,married,c,no,working fulltime,c,e,,b,e,self-employed,d,b,verbatims for sp,"found, coded",found,e,d,legal services,"found, coded",found,b,c,self-employed,c,b,verbatims for pa,"found, coded",found,e,e,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,d,high school,high school,high school,graduate,female,white,big-city suburb,middle atlantic,same city,mother & father,,yes,yes,no,average,d,0,3,0,3,e,c,$25000 or more,middle atlantic,"uninc,lrg city","suburb, 13-100",21,e,e,e,e,e,e,b,a,c,e,d,e,c,c,d,c,c,c,strong democrat,voted,humphrey,,voted,mcgovern,,too much,too little,too little,too little,too little,too little,too little,too little,too much,too much,about right,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,"yes,favor",favor,,legal,catholic,,,moderate,every week,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,disagree strongly,cant discriminate,no,,,,no,very happy,very happy,excellent,exciting,lookout for self,fair,can trust,very great deal,very great deal,very great deal,very great deal,very great deal,hardly any,only some,only some,hardly any,only some,a great deal,only some,hardly any,only some,only some,only some,hardly any,not mentioned,not mentioned,not mentioned,3 least desirable,1 most desirable,not mentioned,1 least desirable,not mentioned,3 least desirable,3 most desirable,3 most desirable,not mentioned,not mentioned,a good idea,disagree,agree,disagree,disagree,disagree,disagree,agree,disagree,disagree,mod. satisfied,,third,fifth,fourth,most impt,second,,upper middle class,satisfied,better,far above average,no,,no,,no,no,neither belongs,both equally,yes,yes,yes,yes,yes,yes,yes,almst always wrg,sometimes wrong,yes,no,no,yes,illegal under 18,no,no,no,no,no,no,no,,,yes,adult,once,,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,alternate <y>,not poor,"20,001 +",e,e,germany,names 1,e,b,b,e,b,c,,managing directors and chief executives,lawyers,e,e,e,e,d,e,e,d,e,yes,active part,stay in,ok for some,c,c,115,d
working fulltime,c,e,,c,c,self-employed,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,keeping house,e,e,no,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,b,e,someone else,d,b,verbatims for pa,"found, coded",found,e,e,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,d,d,c,d,c,bachelor,high school,bachelor,high school,male,white,city gt 250000,middle atlantic,different state,mother & father,,no,,,above average,c,0,0,0,2,c,c,$25000 or more,middle atlantic,"uninc,lrg city","suburb, 13-100",21,c,c,c,c,c,c,e,e,e,e,e,e,c,a,d,d,d,d,"ind,near dem",voted,nixon,,voted,mcgovern,,about right,about right,,too little,about right,about right,about right,too little,too much,about right,too little,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,,not remove,"no,dont favor",favor,,,protestant,episcopal,,liberal,sevrl times a yr,no,protestant,other,"congregationalist, 1st congreg",liberal,protestant,other,,,protestant,other,"congregationalist, 1st congreg",liberal,no,not object,disagree slightly,cant discriminate,no,,,,yes,very happy,very happy,excellent,exciting,depends,fair,can trust,great deal,very great deal,very great deal,great deal,great deal,only some,only some,a great deal,only some,hardly any,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,only some,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,1 most desirable,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,a bad idea,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,very satisfied,stop working,most impt,fifth,fourth,third,second,,upper middle class,more or less,stayed same,far above average,no,,yes,yes,no,no,neither belongs,hard work,yes,yes,yes,yes,yes,yes,yes,almst always wrg,,yes,yes,,yes,illegal to all,no,no,no,no,no,no,yes,child,4+ times,no,,,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,phone in home,"friendly,interested",good,alternate <y>,not poor,"20,001 +",e,e,,cannot choose 1,c,b,e,c,b,e,commercial sales representatives,managing directors and chief executives,,d,c,d,e,d,e,e,e,e,no,active part,stay in,ok for some,b,b,115,c
retired,e,e,yes,c,c,self-employed,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,e,no,keeping house,e,e,no,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,b,c,self-employed,c,b,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,d,c,c,c,d,high school,high school,high school,bachelor,male,white,big-city suburb,middle atlantic,"same st,dif city",father & stpmother,parent died,,,,above average,c,0,0,0,2,c,c,,middle atlantic,"uninc,lrg city","suburb, 13-100",21,c,c,c,c,c,c,e,e,e,e,e,e,c,c,d,c,c,c,"ind,near rep",voted,nixon,,voted,nixon,,,about right,about right,about right,about right,about right,about right,about right,about right,too much,too much,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,not allowed,not allowed,not remove,"yes,favor",favor,about right,not legal,protestant,episcopal,,liberal,sevrl times a yr,no,none,,,liberal,protestant,episcopal,,liberal,protestant,episcopal,,liberal,no,mildly object,agree strongly,cant discriminate,no,,,,no,very happy,very happy,good,routine,helpful,fair,can trust,great deal,great deal,great deal,quite a bit,quite a bit,only some,only some,only some,hardly any,hardly any,only some,only some,hardly any,a great deal,a great deal,only some,only some,1 least desirable,3 least desirable,3 most desirable,3 least desirable,not mentioned,not mentioned,not mentioned,3 most desirable,not mentioned,1 most desirable,not mentioned,not mentioned,not mentioned,a bad idea,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,,,third,fourth,fifth,most impt,second,middle class,,satisfied,stayed same,above average,,,,,no,no,neither belongs,both equally,yes,yes,yes,yes,yes,yes,yes,always wrong,not wrong at all,yes,no,no,yes,illegal under 18,no,no,no,no,no,no,no,,,no,,,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,phone in home,"restless,impatient",good,standard <x>,not poor -- imputed,,e,e,germany,chooses 1 of 2+,c,b,e,b,c,e,sales workers,buyers,,c,c,d,c,c,c,e,e,e,yes,active part,stay in,ok for some,b,c,115,c
other,e,e,yes,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,widowed,c,no,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,b,someone else,c,d,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,b,c,c,c,b,e,high school,lt high school,lt high school,,male,white,farm,south atlantic,different state,mother & father,,no,,,average,e,0,5,0,3,c,c,$15000 - 19999,middle atlantic,"uninc,lrg city","suburb, 13-100",48,d,c,c,b,c,c,e,e,e,e,e,e,d,c,d,b,a,c,"ind,near rep",did not vote,,wallace,voted,nixon,,about right,too little,too little,too little,too little,about right,too little,about right,about right,too much,too much,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,allowed,allowed,not remove,"no,dont favor",favor,not harsh enough,not legal,protestant,other,holiness; church of holiness,fundamentalist,sevrl times a yr,yes,protestant,other,holiness; church of holiness,fundamentalist,,,,,,,,,no,not object,agree strongly,owner decides,no,,,,no,very happy,,excellent,exciting,helpful,fair,can't be too careful,very great deal,very great deal,very great deal,very great deal,very great deal,only some,hardly any,hardly any,only some,hardly any,hardly any,hardly any,hardly any,hardly any,only some,hardly any,only some,not mentioned,1 least desirable,not mentioned,3 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,3 most desirable,1 most desirable,not mentioned,3 least desirable,a good idea,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,,third,fourth,fifth,second,most impt,,working class,satisfied,stayed same,average,,,,,no,yes,neither belongs,hard work,yes,no,yes,no,yes,no,yes,not wrong at all,always wrong,no,yes,no,yes,illegal under 18,yes,no,no,no,no,no,yes,child,4+ times,yes,child,once,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no phone,"friendly,interested",good,alternate <y>,not poor,"10,000 to 20,000",c,c,germany,chooses 1 of 2+,d,d,e,c,d,e,manufacturing supervisors,manufacturing labourers not elsewhere classified,,c,c,c,c,c,b,e,e,e,no,active part,pull out,good form,c,d,120,d
keeping house,e,e,yes,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,b,no,working fulltime,e,e,,c,c,someone else,c,d,verbatims for sp,"found, coded",found,c,c,water transportation,"found, coded",found,c,c,self-employed,c,c,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,d,e,c,b,e,e,c,lt high school,,,lt high school,female,white,town lt 50000,foreign,different state,mother & father,,no,,,average,d,0,3,0,3,c,c,$15000 - 19999,middle atlantic,"uninc,lrg city","suburb, 13-100",48,d,c,b,c,c,c,c,c,b,c,c,c,d,c,c,b,b,b,strong democrat,did not vote,,nixon,did not vote,,nixon,too much,too little,too little,too little,too little,too little,too little,too little,about right,about right,about right,not allowed,not allowed,remove,allowed,allowed,not remove,not allowed,not fired,remove,not allowed,not allowed,remove,"no,dont favor",favor,about right,not legal,catholic,,,moderate,sevrl times a yr,no,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,yes,not object,agree slightly,cant discriminate,no,,,,yes,very happy,very happy,fair,exciting,lookout for self,fair,can't be too careful,great deal,great deal,very great deal,very great deal,a little,a great deal,a great deal,a great deal,a great deal,only some,a great deal,a great deal,hardly any,a great deal,only some,a great deal,a great deal,3 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,1 most desirable,not mentioned,not mentioned,not mentioned,3 most desirable,not mentioned,1 least desirable,3 least desirable,a bad idea,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,mod. satisfied,,most impt,second,fourth,third,fifth,middle class,,more or less,worse,average,yes,no,yes,no,no,no,spouse belongs,hard work,yes,no,yes,yes,yes,no,yes,always wrong,always wrong,yes,yes,yes,yes,illegal under 18,no,no,no,no,no,no,no,,,no,,,yes,no,no,no,yes,no,no,,,,,yes,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",fair,standard <x>,not poor,"10,000 to 20,000",c,c,other spanish,chooses 1 of 2+,c,c,d,d,d,c,sewing machine operators,inland and coastal waters fishery workers,ships' engineers,b,b,b,c,c,c,c,c,c,yes,active part,stay in,worst kind,c,c,120,d
working fulltime,c,e,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,b,b,b,"found, coded",found,married,c,no,keeping house,e,e,yes,c,b,someone else,c,c,verbatims for sp,"found, coded",found,c,c,"fabric mills, except knitting mills","found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,d,c,c,b,c,c,b,lt high school,lt high school,lt high school,lt high school,male,white,50000 to 250000,foreign,different state,mother & father,,no,,,below average,c,1,1,0,3,c,c,$8000 to 9999,middle atlantic,"uninc,lrg city","suburb, 13-100",48,d,c,c,b,c,c,d,c,b,c,c,c,c,b,c,c,c,c,strong democrat,not eligible,,nixon,not eligible,,nixon,too much,about right,too little,too little,too little,too little,too little,too little,too little,too little,about right,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,remove,not allowed,not allowed,remove,"no,dont favor",favor,about right,not legal,catholic,,,moderate,2-3x a month,no,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,yes,not object,disagree strongly,cant discriminate,no,,,,no,very happy,very happy,excellent,routine,helpful,take advantage,can't be too careful,very great deal,great deal,very great deal,very great deal,great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,a great deal,not mentioned,not mentioned,not mentioned,3 least desirable,not mentioned,1 least desirable,3 most desirable,3 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,1 most desirable,a good idea,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,very satisfied,continue working,,,,,,,working class,satisfied,better,average,yes,yes,yes,no,no,yes,r belongs,both equally,yes,no,yes,no,yes,yes,no,always wrong,always wrong,no,no,no,yes,illegal to all,no,no,no,no,no,no,no,,,no,,,no,,,,,,no,,,,,no,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",fair,alternate <y>,not poor,"1,000 to 4,999",c,c,other spanish,names 1,c,c,c,d,c,d,weaving and knitting machine operators,manufacturing supervisors,sewing machine operators,b,b,b,c,c,c,b,b,b,yes,active part,stay in,ok for some,c,c,120,d
