wrkstat,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,INCOME72,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE68,PRES68,IF68WHO,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,CAPPUN2,gunlaw,courts,relig,denom,other,fund,attend,racmar,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,racobjct,racschol,racfew,rachaf,racmost,busing,racpres,racjob,happy,health,helpful,fair,trust,satjob,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,fework,fepres,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,premarsx,news,COOP2,comprend,povline,incdef,realinc,coninc,ethnic,ethnum,workdy,workhr,spdays,sphour,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,cohort,marcohrt,wtssall
working fulltime,,c,c,self-employed,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,separated,c,,,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,e,e,,e,e,no verbatims for pa,"found, iap",found,e,e,e,"found, iap",found,"found, iap",found,"found, iap",found,c,c,e,c,e,a,e,lt high school,,lt high school,,female,white,city gt 250000,e. nor. central,different state,female relative,below average,2,0,0,c,c,c,e,,middle atlantic,city gt 250000,12 lrgst smsa's,7895,c,c,c,c,c,c,e,e,e,e,e,e,e,e,e,e,e,e,independent,did not vote,,other,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"no,dont favor",oppose,too harsh,none,,,liberal,lt once a year,no,not object,,disagree strongly,yes,yes,same block,all black,no difference,same schools,no,no,no,favor,yes,as good a chance,very happy,good,lookout for self,fair,can trust,mod. satisfied,working class,not at all sat,stayed same,below average,no,,no,,approve,yes,yes,yes,yes,no,yes,yes,c,no,e,e,not wrong at all,everyday,cooperative,good,,,e,e,poland,names 1,mon to fri,reg day,,,c,e,e,c,e,e,general office clerks,,,c,c,c,e,e,e,e,e,e,e,e,c
keeping house,no,e,e,,e,found,e,no verbatims for r,"found, iap",found,e,e,e,"found, iap",found,married,b,no,working fulltime,,c,c,self-employed,b,c,verbatims for sp,"found, coded",found,c,c,construction,"found, coded",found,e,e,,d,e,no verbatims for pa,"found, no answer",found,e,e,e,"found, no answer",found,"found, iap",found,"found, iap",found,c,c,b,c,e,e,c,lt high school,,,high school,female,white,"country,nonfarm",middle atlantic,same city,m and f relatives,average,4,0,2,c,c,c,c,,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,e,e,e,e,e,e,c,c,b,c,d,c,e,e,e,e,e,e,independent,not eligible,,nixon,not allowed,not allowed,remove,not allowed,not allowed,not remove,not allowed,fired,remove,"no,dont favor",favor,about right,catholic,,,moderate,never,yes,strongly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,no,"yes, object",,oppose,no,as good a chance,not too happy,good,lookout for self,fair,can't be too careful,,middle class,more or less,better,above average,no,,yes,no,approve,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,not wrong at all,once a week,friendly and eager,good,borderline -- imputed,,e,e,italy,chooses 1 of 2+,,,"mon to fri,sat",reg day,e,e,d,e,e,c,,,roofers,e,e,e,e,e,e,c,b,c,d,d,c
working fulltime,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,b,no,temp not working,,d,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,offices of dentists,"found, coded",found,b,c,self-employed,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,d,c,c,c,bachelor,high school,high school,high school,male,white,"country,nonfarm",middle atlantic,,mother & father,average,4,1,1,c,c,c,c,$12500 to $14999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,c,c,c,c,c,c,b,b,d,c,c,d,independent,voted,humphrey,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,once a month,,not object,agree slightly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,,as good a chance,pretty happy,good,helpful,fair,can trust,mod. satisfied,middle class,more or less,better,average,yes,yes,no,,approve,,yes,,yes,yes,yes,yes,c,uncertain,e,e,sometimes wrong,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,ireland,chooses 1 of 2+,wkend plus,reg day,,,d,c,b,c,b,c,heavy truck and lorry drivers,sales workers,dental assistants and therapists,c,c,c,c,d,d,c,c,b,c,c,c
working fulltime,,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,b,c,verbatims for sp,"found, coded",found,c,c,iron and steel mills and steel product manufacturing,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,b,c,c,high school,lt high school,lt high school,lt high school,female,white,"country,nonfarm",south atlantic,different state,mother & father,average,4,1,0,c,c,c,d,$15000 to $17499,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,d,c,c,b,c,c,d,c,c,b,b,b,not str republican,did not vote,,nixon,not allowed,not allowed,not remove,allowed,not allowed,not remove,not allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,baptist-dk which,,fundamentalist,once a month,no,not object,agree strongly,disagree strongly,yes,no,4-8 blks away,stay integrated,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,pretty happy,good,lookout for self,take advantage,can't be too careful,mod. satisfied,working class,more or less,stayed same,average,yes,yes,yes,yes,approve,yes,yes,yes,yes,yes,yes,no,c,yes,c,c,not wrong at all,few times a week,friendly and eager,good,not poor,"10,000 to 20,000",c,c,american indian,chooses 1 of 2+,mon to fri,reg day,mon to fri,reg day,c,c,d,c,c,c,general office clerks,"textile, fur and leather products machine operators not elsewhere classified",metal processing plant operators,c,c,c,c,c,c,c,b,c,c,d,c
keeping house,yes,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,automobile dealers,"found, coded",found,c,b,someone else,c,d,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,c,c,c,c,c,high school,lt high school,high school,high school,female,white,town lt 50000,middle atlantic,,mother & father,average,5,0,1,e,c,c,c,$15000 to $17499,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,b,b,c,c,d,c,d,c,c,a,a,b,"ind,near dem",did not vote,,nixon,not allowed,not allowed,not remove,allowed,allowed,not remove,not allowed,fired,not remove,"yes,favor",oppose,not harsh enough,catholic,,,moderate,every week,no,not object,disagree slightly,agree strongly,no,,,,"yes,would not like",same schools,no,"yes, object",,oppose,yes,as good a chance,pretty happy,fair,lookout for self,fair,can trust,,middle class,more or less,better,average,no,,yes,yes,approve,,no,no,yes,no,no,no,c,no,e,e,always wrong,everyday,cooperative,fair,not poor,"10,000 to 20,000",c,c,ireland,chooses 1 of 2+,,,"mon to fri,sat",,c,d,c,c,d,b,administrative and executive secretaries,manufacturing labourers not elsewhere classified,shop supervisors,c,c,c,c,c,b,c,c,c,c,c,c
working parttime,,c,c,someone else,d,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,b,d,self-employed,d,b,verbatims for sp,"found, coded",found,d,d,"accounting, tax preparation, bookkeeping, and payroll services","found, coded",found,b,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,b,d,c,c,c,c,d,high school,high school,lt high school,bachelor,female,white,big-city suburb,middle atlantic,same city,mother & father,average,5,0,0,e,c,c,c,$25000 to $29999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,b,c,c,d,d,d,b,b,d,d,d,d,not str republican,voted,nixon,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,"no,dont favor",favor,not harsh enough,protestant,presbyterian-dk wh,,liberal,every week,no,not object,disagree strongly,disagree strongly,yes,no,1-3 blks away,stay integrated,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,excellent,lookout for self,take advantage,can trust,very satisfied,middle class,satisfied,better,above average,no,,no,,approve,no,yes,yes,yes,yes,yes,yes,c,no,e,e,sometimes wrong,everyday,friendly and eager,good,not poor,"20,001 +",e,e,,cannot choose 1,,,mon to fri,reg day,c,b,b,c,c,b,administrative and executive secretaries,manufacturing supervisors,accountants,c,c,c,c,c,c,d,d,d,c,c,c
working fulltime,,c,c,someone else,b,found,b,verbatims for r,"found, coded",found,c,d,b,"found, coded",found,married,c,no,keeping house,yes,b,c,someone else,d,b,verbatims for sp,"found, coded",found,d,d,elementary and secondary schools,"found, coded",found,c,c,someone else,c,d,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,d,c,d,c,bachelor,lt high school,high school,high school,male,white,50000 to 250000,w. sou. central,different state,mother & father,average,4,0,1,c,c,c,c,$20000 to $24999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,b,b,c,d,d,d,b,a,c,d,d,c,c,c,c,c,b,c,not str republican,voted,nixon,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"yes,favor",oppose,not harsh enough,protestant,baptist-dk which,,fundamentalist,nrly every week,no,not object,agree slightly,disagree slightly,yes,no,1-3 blks away,stay integrated,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,very happy,excellent,helpful,take advantage,can trust,very satisfied,middle class,more or less,better,above average,yes,yes,no,,approve,yes,yes,no,yes,yes,yes,yes,c,no,e,e,always wrong,everyday,friendly and eager,good,not poor,"10,000 to 20,000",d,d,ireland,chooses 1 of 2+,mon to fri,reg day,,,b,d,b,b,c,b,advertising and public relations managers,environmental and occupational health inspectors and associates,primary school teachers,e,d,e,c,c,c,e,d,d,c,c,c
working fulltime,,c,c,self-employed,b,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,yes,keeping house,yes,b,c,someone else,c,b,verbatims for sp,"found, coded",found,c,c,department stores and discount stores,"found, coded",found,c,c,self-employed,c,b,verbatims for pa,"found, coded",found,c,c,b,"found, coded",found,"found, iap",found,"found, iap",found,c,d,c,c,d,d,d,high school,high school,bachelor,bachelor,male,white,farm,middle atlantic,same city,mother & father,average,6,0,1,e,c,d,d,$25000 to $29999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,b,c,c,c,c,c,c,c,c,c,c,c,strong republican,voted,nixon,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,methodist-dk which,,moderate,lt once a year,no,not object,agree strongly,disagree strongly,yes,yes,same block,stay integrated,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,fair,helpful,fair,can trust,very satisfied,working class,more or less,better,average,no,,yes,yes,disapprove,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,always wrong,everyday,cooperative,good,not poor,"20,001 +",e,e,,cannot choose 1,mon to fri,reg day,,,b,c,c,b,b,c,construction supervisors,agricultural and forestry production managers,buyers,c,c,d,c,c,c,c,c,c,c,c,c
working fulltime,,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,keeping house,yes,c,c,someone else,d,c,verbatims for sp,"found, coded",found,c,c,legal services,"found, coded",found,b,c,someone else,c,d,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,c,c,c,d,c,high school,high school,bachelor,high school,male,white,town lt 50000,middle atlantic,,mother & father,average,6,2,2,c,c,c,c,$12500 to $14999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,b,c,c,d,d,d,c,c,c,c,c,c,c,c,d,c,c,c,not str republican,voted,nixon,,not allowed,not allowed,remove,allowed,not allowed,remove,not allowed,fired,remove,"yes,favor",favor,not harsh enough,protestant,methodist-dk which,,moderate,sevrl times a yr,yes,strongly object,agree strongly,agree strongly,yes,no,1-3 blks away,stay integrated,"yes,would not like",same schools,no,"yes, object",,oppose,no,as good a chance,pretty happy,good,helpful,fair,can trust,a little dissat,working class,satisfied,better,average,no,,yes,no,approve,no,yes,yes,yes,yes,yes,yes,c,no,e,e,sometimes wrong,everyday,indifferent,fair,not poor,"5,000 to 9,999",c,c,,cannot choose 1,mon to fri,reg day,,,c,c,c,c,c,c,administrative and executive secretaries,locomotive engine drivers and related workers,administrative and executive secretaries,c,c,c,d,c,d,c,c,c,c,c,c
working fulltime,,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,d,b,someone else,c,b,verbatims for sp,"found, coded",found,c,c,bowling centers,"found, coded",found,b,c,someone else,c,d,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,c,lt high school,lt high school,lt high school,high school,male,white,"country,nonfarm",middle atlantic,same city,mother & father,average,3,0,0,c,c,c,d,$20000 to $24999,middle atlantic,"uninc,lrg city","suburb, 12 lrgst",7,c,c,c,c,c,c,c,c,c,c,c,b,c,c,d,c,c,c,strong republican,voted,nixon,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",oppose,not harsh enough,protestant,episcopal,,liberal,sevrl times a yr,no,not object,agree strongly,disagree strongly,yes,yes,same block,stay integrated,no difference,same schools,no,no,no,oppose,yes,as good a chance,very happy,excellent,helpful,fair,can trust,very satisfied,middle class,satisfied,better,above average,yes,yes,yes,no,approve,yes,yes,no,yes,no,yes,no,e,no,e,e,almst always wrg,everyday,cooperative,good,not poor,"10,000 to 20,000",d,d,germany,chooses 1 of 2+,wkend plus,eve,"mon to fri,sat",reg day,c,c,c,c,c,b,locomotive engine drivers and related workers,locomotive engine drivers and related workers,business services and administration managers not elsewhere classified,c,c,d,d,c,d,d,d,d,c,c,c
keeping house,yes,c,c,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,b,someone else,b,c,verbatims for sp,"found, coded",found,b,b,"electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.","found, coded",found,c,c,someone else,c,b,verbatims for pa,"found, coded",found,e,e,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,b,lt high school,high school,lt high school,lt high school,female,white,city gt 250000,middle atlantic,same city,mother & father,average,4,0,0,c,e,c,d,$10000 to $12499,middle atlantic,city gt 250000,12 lrgst smsa's,1949,d,c,c,b,b,c,d,c,c,b,b,b,c,c,c,c,c,c,not str democrat,voted,humphrey,,allowed,not allowed,remove,allowed,not allowed,not remove,not allowed,fired,remove,"yes,favor",favor,not harsh enough,protestant,methodist-dk which,,moderate,every week,no,not object,agree strongly,disagree strongly,no,,,,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,not too happy,good,lookout for self,fair,can't be too careful,,working class,more or less,better,average,yes,yes,no,,approve,yes,yes,yes,yes,yes,yes,,c,no,e,e,sometimes wrong,everyday,cooperative,good,not poor,"5,000 to 9,999",c,c,,cannot choose 1,,,mon to fri,reg day,d,c,d,c,c,c,manufacturing labourers not elsewhere classified,electrical engineers,metal working machine tool setters and operators,c,c,c,e,e,e,c,b,c,c,c,e
working fulltime,,b,d,someone else,b,found,b,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,b,c,verbatims for sp,"found, coded",found,c,c,furniture and related product manufacturing,"found, coded",found,e,e,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,b,c,e,e,c,lt high school,,,high school,male,white,city gt 250000,middle atlantic,same city,mother & father,average,4,2,0,c,c,c,c,$8000 to $9999,middle atlantic,city gt 250000,12 lrgst smsa's,1949,c,c,b,d,d,c,c,c,c,c,c,c,e,e,e,e,e,e,strong democrat,not eligible,,humphrey,allowed,allowed,not remove,not allowed,allowed,not remove,not allowed,fired,remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,never,no,not object,disagree slightly,agree strongly,no,,,,"yes,would not like",same schools,no,"yes, object",,oppose,yes,as good a chance,very happy,excellent,lookout for self,fair,can't be too careful,very satisfied,working class,not at all sat,better,average,yes,yes,no,,disapprove,yes,yes,yes,yes,yes,yes,yes,c,yes,c,c,not wrong at all,everyday,friendly and eager,good,not poor,"1,000 to 4,999",c,c,ireland,names 1,mon to fri,reg day,mon to fri,reg day,b,e,c,c,c,c,draughtspersons,"textile, fur and leather products machine operators not elsewhere classified",accounting and bookkeeping clerks,d,d,d,c,c,c,c,c,c,d,d,c
keeping house,yes,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,automobile dealers,"found, coded",found,c,b,someone else,d,d,verbatims for pa,"found, coded",found,c,c,e,"found, no answer",found,"found, iap",found,"found, iap",found,c,c,b,c,c,c,c,high school,lt high school,lt high school,lt high school,female,white,50000 to 250000,middle atlantic,same city,mother & father,average,4,2,0,c,c,c,c,$12500 to $14999,middle atlantic,city gt 250000,12 lrgst smsa's,1949,c,c,c,c,b,c,b,b,c,d,d,d,d,c,c,b,b,b,not str democrat,voted,humphrey,,allowed,not allowed,remove,allowed,allowed,remove,not allowed,fired,remove,"yes,favor",favor,not harsh enough,protestant,methodist-dk which,,moderate,once a year,yes,not object,agree strongly,agree strongly,no,,,,no difference,same schools,no,"yes, object",,oppose,yes,as good a chance,very happy,excellent,helpful,fair,can't be too careful,,middle class,satisfied,better,below average,yes,no,yes,no,approve,yes,yes,no,yes,no,yes,yes,c,uncertain,e,e,sometimes wrong,once a week,cooperative,good,not poor,"5,000 to 9,999",c,c,,cannot name any,,,mon to fri,reg day,c,d,b,c,c,c,general office clerks,manufacturing labourers not elsewhere classified,motor vehicle mechanics and repairers,c,c,c,c,c,c,c,c,d,d,d,c
"unempl, laid off",,c,c,someone else,c,found,d,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,keeping house,no,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,c,someone else,c,d,verbatims for pa,"found, coded",found,b,b,b,"found, coded",found,"found, iap",found,"found, iap",found,c,d,c,c,c,c,c,lt high school,lt high school,lt high school,lt high school,male,white,city gt 250000,middle atlantic,same city,mother & father,below average,8,4,0,e,c,c,c,$6000 to $7999,middle atlantic,city gt 250000,12 lrgst smsa's,1949,d,c,b,c,b,c,e,e,e,e,e,e,c,c,c,c,c,c,"ind,near rep",voted,wallace,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"yes,favor",favor,not harsh enough,protestant,lutheran-dk which,,moderate,once a year,yes,not object,agree strongly,disagree strongly,no,,,,no difference,same schools,no,no,no,favor,yes,as good a chance,not too happy,excellent,lookout for self,take advantage,can't be too careful,,lower class,not at all sat,worse,far below average,,,,,disapprove,yes,yes,yes,yes,yes,yes,yes,c,no,e,e,almst always wrg,less than once wk,cooperative,good,borderline,-999 to 999,c,c,germany,chooses 1 of 2+,,,,,d,d,e,c,c,e,heavy truck and lorry drivers,"crane, hoist and related plant operators",,c,c,c,c,c,c,e,e,e,c,c,c
